Ticker,Date,Open,High,Low,Close,Volume
QQQ,2010-01-04,40.29077911376953,40.35153947677199,40.16058684993541,40.212665742075664,62822800
QQQ,2010-01-05,40.29077911376953,40.3602176366232,40.065110536517125,40.26474132320491,62935600
QQQ,2010-01-06,40.047767639160156,40.40363193995022,39.98701056178227,40.27343962171721,96033000
QQQ,2010-01-07,40.073795318603516,40.16059348651409,39.85680486534443,40.10851458576774,77094100
QQQ,2010-01-08,40.403629302978516,40.403629302978516,39.86549380517659,39.987007952001655,88886600
QQQ,2010-01-11,40.23870849609375,40.481736734037156,40.03039621284839,40.45569894026077,104673400
QQQ,2010-01-12,39.73527526855469,40.0477419293366,39.51828489979061,39.99566635987979,90673900
QQQ,2010-01-13,40.230037689208984,40.35155515140658,39.587747658368876,39.85681376141853,100661000
QQQ,2010-01-14,40.26475143432617,40.37758740679279,40.117199502725995,40.15191546185955,75209000
QQQ,2010-01-15,39.79604721069336,40.40362113297349,39.622457499480326,40.33418591069058,126849300
QQQ,2010-01-19,40.43834686279297,40.481744297532344,39.88285175170009,39.891529914243144,84388200
QQQ,2010-01-20,39.856807708740234,40.44702204859195,39.431508244177905,40.15191487866609,145680000
QQQ,2010-01-21,39.48356628417969,40.230010320946384,39.3186514960369,39.969622558259395,204939600
QQQ,2010-01-22,38.32919692993164,39.47490635984986,38.225042430215034,39.353392225011845,171098700
QQQ,2010-01-25,38.459388732910156,38.711095139738745,38.29447387107832,38.56354322232239,154218700
QQQ,2010-01-26,38.49410629272461,38.96280648112727,38.23371840283813,38.4159895946575,140816500
QQQ,2010-01-27,38.79789352416992,38.92808580891188,38.19899775691766,38.424669681422195,161632700
QQQ,2010-01-28,37.79973220825195,38.56353944821683,37.600101410161024,38.53750165616489,221439800
QQQ,2010-01-29,37.140079498291016,38.20767192185046,37.00120576785265,38.11219561135954,212099600
QQQ,2010-02-01,37.54802703857422,37.56538667237061,37.21820392947762,37.235563563274006,136827100
QQQ,2010-02-02,37.886539459228516,37.99937212587324,37.34840068025771,37.60879190731352,110727700
QQQ,2010-02-03,38.094844818115234,38.16428335494766,37.686901691753896,37.70426132596201,93581600
QQQ,2010-02-04,36.99252700805664,37.8952079775596,36.99252700805664,37.81709129152548,151652500
QQQ,2010-02-05,37.304996490478516,37.33971575593353,36.55854883825257,37.088006047901736,213618600
QQQ,2010-02-08,37.03593063354492,37.478593032207456,37.00989283751008,37.24424293485877,94354400
QQQ,2010-02-09,37.4178352355957,37.76501798297929,37.11404660674697,37.47859229916312,118956000
QQQ,2010-02-10,37.33970642089844,37.5914160660021,37.10535640418234,37.41782309313714,94102900
QQQ,2010-02-11,37.903892517089844,38.00805032333943,37.11404736359485,37.34839746113886,93050800
QQQ,2010-02-12,37.98198318481445,38.08614091967815,37.461207754533696,37.56536217838796,93938500
QQQ,2010-02-16,38.46806335449219,38.494101146696515,38.0601202845646,38.25975439483515,83861400
QQQ,2010-02-17,38.68507385253906,38.68507385253906,38.41600438647972,38.6416764060167,82691700
QQQ,2010-02-18,38.928096771240234,38.99753532479939,38.58091393648187,38.65903065372969,65752600
QQQ,2010-02-19,38.910728454589844,39.10167779601678,38.72845396316618,38.82393028938537,80416500
QQQ,2010-02-22,38.83260726928711,39.08431364173426,38.676373901003466,39.066954010701515,72055000
QQQ,2010-02-23,38.32919692993164,38.83261641541696,38.14692572767461,38.806575307228925,95814400
QQQ,2010-02-24,38.71976852416992,38.876001881160036,38.46805885890687,38.52881590762404,86591000
QQQ,2010-02-25,38.711082458496094,38.79788059708195,38.04275500194238,38.31182095403245,97961300
QQQ,2010-02-26,38.84996795654297,38.936766121463926,38.537504495861846,38.7024160426945,66222400
QQQ,2010-03-01,39.41413497924805,39.483573494517195,39.014873449482394,39.023551608385716,77290100
QQQ,2010-03-02,39.53567123413086,39.79605919034549,39.44887635239682,39.55303087268017,76368500
QQQ,2010-03-03,39.57905578613281,39.77000843697924,39.431503873032526,39.63113468482132,65735500
QQQ,2010-03-04,39.70924758911133,39.76132648283154,39.405462319937875,39.60509311268202,54470900
QQQ,2010-03-05,40.308162689208984,40.394960894337814,39.91758235467466,40.00437724879051,68136300
QQQ,2010-03-08,40.386260986328125,40.48173731288867,40.308144292870544,40.32550392597351,58712400
QQQ,2010-03-09,40.611942291259766,40.83761095172835,40.27343764505078,40.299475445216935,98002800
QQQ,2010-03-10,40.941741943359375,41.037218237136095,40.620597118755214,40.63795674589737,102578900
QQQ,2010-03-11,41.09799575805664,41.09799575805664,40.77685077340798,40.84628931658173,67510300
QQQ,2010-03-12,41.1066780090332,41.25422994955055,40.88100605046168,41.22819215087385,64068300
QQQ,2010-03-15,41.00252914428711,41.124043302845216,40.716100075389434,41.019885471784704,60150500
QQQ,2010-03-16,41.26291275024414,41.32366982311858,40.9938433482201,41.13271713064912,74950600
QQQ,2010-03-17,41.375755310058594,41.57538952408246,41.25424113527046,41.32367969858536,75643500
QQQ,2010-03-18,41.514610290527344,41.55800771394213,41.314976182999224,41.410452501118456,77829400
QQQ,2010-03-19,41.26350784301758,41.663195675383456,41.11579510481094,41.6371267718494,86337100
QQQ,2010-03-22,41.63713455200195,41.802225485230906,41.05498085884823,41.098424620128185,71902800
QQQ,2010-03-23,41.923866271972656,41.96731003007063,41.506800228048846,41.69795674113545,59182600
QQQ,2010-03-24,41.72401428222656,41.8543455313724,41.628436044125564,41.8543455313724,62995700
QQQ,2010-03-25,41.66319274902344,42.227968129555144,41.61974899891264,42.071567977519734,76294800
QQQ,2010-03-26,41.70663070678711,41.99336538387797,41.48072124885857,41.8369652535639,78067900
QQQ,2010-03-29,41.906490325927734,42.05420308874183,41.793533897251834,41.915181066735514,57993300
QQQ,2010-03-30,42.0455207824707,42.18454283236552,41.758789254677005,42.036833354466644,49437300
QQQ,2010-03-31,41.845664978027344,42.09764340811304,41.76746488988165,41.91517764062182,59947400
QQQ,2010-04-01,41.845664978027344,42.314865506901505,41.52417719989335,42.01944331996735,83728600
QQQ,2010-04-05,42.236663818359375,42.33224206853212,41.82828522745623,41.94124164261911,56220300
QQQ,2010-04-06,42.35830307006836,42.48863763610223,42.04550276322362,42.141081003042366,54097100
QQQ,2010-04-07,42.25403594970703,42.462567270719475,42.028123151640365,42.29747969870583,77211500
QQQ,2010-04-08,42.3496208190918,42.41913016546741,41.915176631969395,42.1323987255306,68314300
QQQ,2010-04-09,42.60159683227539,42.61897499787446,42.25404346393248,42.35830914298074,54227300
QQQ,2010-04-12,42.6363525390625,42.74930895652913,42.52339612159587,42.61897437371793,44280600
QQQ,2010-04-13,42.85356521606445,42.87963080107978,42.4538774446177,42.59289942227507,59376000
QQQ,2010-04-14,43.36621856689453,43.37490599222486,43.00997446652135,43.079487127348365,69004800
QQQ,2010-04-15,43.557369232177734,43.60950040626541,43.3314564293123,43.3314564293123,72254200
QQQ,2010-04-16,43.036048889160156,43.548693267055796,42.74931739076933,43.40098380430378,127388000
QQQ,2010-04-19,43.009944915771484,43.148966827361924,42.4886135759433,42.87961042354252,98251700
QQQ,2010-04-20,43.227195739746094,43.3401521541741,42.94915173080488,43.244573904623174,69543700
QQQ,2010-04-21,43.47048568725586,43.60950769898074,43.201132403971144,43.52262018460752,74748700
QQQ,2010-04-22,43.71377182006836,43.75721557241146,42.80143644813406,43.05341485208822,110477200
QQQ,2010-04-23,43.89623260498047,43.93967635241108,43.522610410895396,43.70507613883123,77205200
QQQ,2010-04-26,43.800655364990234,44.00918999774888,43.70507712974859,43.93967734864748,67361000
QQQ,2010-04-27,42.87095642089844,43.8180449676324,42.75799999388987,43.626888447240425,112608000
QQQ,2010-04-28,42.89701843261719,43.12293126777415,42.55815249442787,43.09686236245842,130082100
QQQ,2010-04-29,43.64426803588867,43.73115887278229,43.10555810533432,43.140314440091764,84180200
QQQ,2010-04-30,42.784053802490234,43.696385693628606,42.7492974811309,43.62687305090994,110897000
QQQ,2010-05-03,43.383575439453125,43.59210669049487,42.949131466147605,42.966509622825164,74169700
QQQ,2010-05-04,42.08025360107422,42.85356352849962,41.77614407271994,42.85356352849962,141136500
QQQ,2010-05-05,41.863037109375,42.14108109058219,41.39383664813322,41.637124303053085,128560200
QQQ,2010-05-06,40.46413040161133,41.984685021900276,37.049398903455895,41.57630643465365,274356800
QQQ,2010-05-07,39.456207275390625,40.66396116693266,38.47436282450348,40.16000780798945,288200400
QQQ,2010-05-10,41.50678634643555,41.53285192966764,41.107098602332556,41.211364249806124,136041600
QQQ,2010-05-11,41.46335983276367,42.04551353049283,41.011537419898715,41.08973751663585,113016100
QQQ,2010-05-12,42.245357513427734,42.28011384856638,41.61976005366492,41.68926940939565,85462400
QQQ,2010-05-13,41.576297760009766,42.39305476409157,41.47203210730295,42.062876330217115,102844300
QQQ,2010-05-14,40.77692413330078,41.2895683119555,40.299036278684305,41.26350272619957,147386100
QQQ,2010-05-17,40.90727233886719,41.07235996130794,40.02969309411948,40.85513783541645,120969600
QQQ,2010-05-18,40.342491149902344,41.341714196966855,40.16002537020944,41.25482336291328,153072100
QQQ,2010-05-19,40.020999908447266,40.51626601904715,39.577864979249824,40.194774932516886,159000300
QQQ,2010-05-20,38.535194396972656,39.343260773121564,38.44830689365277,39.23899510622854,189289800
QQQ,2010-05-21,38.9609489440918,39.65605887550043,37.78795114199883,37.935660552309464,190631100
QQQ,2010-05-24,38.8045539855957,39.386710909768226,38.787175820667834,38.943575990472624,113038000
QQQ,2010-05-25,38.83930206298828,38.89143323214917,37.5620353858211,37.95303572725445,155643000
